File Path,File Size (Bytes),SHA-256 Hash,Modified Time,Accessed Time,Created Time
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/Castle.JPG,1224201,b6cd6031f40c9164de8b77686318ca702a9dc6c1853beb2fbbe2efc534097278,1379646508.0,1741296667.6200917,1741295650.1945653
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/Cat.jpg,446759,52d5722249b00842f2e96cc68808048f0341a6f9b5e65eb11585ef7b6967de1c,1379647372.0,1741296667.6204636,1741295650.2021337
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/CoastLine.JPG,1997636,818d1ce0bcb3373aacd34f03165693e9964717851f795aef4b40f08bfdcfe7d3,1550163726.0,1741296667.636981,1741295650.1955411
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/Deutchland.JPG,600630,08447ed9d5639d36963ce554ee2ae61e63734d3eb445353cd83657512abe8643,1379649884.0,1741296667.620092,1741295650.1859066
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/Disney.jpg,304930,d27f8cc8192f3f9f1361b7fc8739e6d4361d123650d717264a7242d8984d881f,1379647590.0,1741296667.6492088,1741295650.1925209
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/Farm.jpg,96831,176fbdfc84f38ac39ffe369357194b0cb4351d4ee15dd429887007b4be8d8c05,1379646098.0,1741296667.6371784,1741295650.1965065
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/Munich.JPG,252607,41a5d87f5acdeacefbf3f53eb45be0003ef65db7312d5dcd1dd54276d87a772d,1379649524.0,1741296667.6489482,1741295650.199926
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/Turtle.jpg,91329,10633b702e6ebc69d5bc383d376ed1e990b1dcbbabaa0b2550da9dadd129e485,1379648398.0,1741296667.636932,1741295648.1603522
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/Biking.jpg,624744,05755324b6476d2b31f2d88f1210782c3fdce880e4b6bfa9a5edb23d8be5bedb,1467777056.0,1741296507.9774175,1741295650.1914053
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/Castle.JPG,1224201,b6cd6031f40c9164de8b77686318ca702a9dc6c1853beb2fbbe2efc534097278,1379646508.0,1741296507.991445,1741295651.8285081
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/Cat.jpg,446759,52d5722249b00842f2e96cc68808048f0341a6f9b5e65eb11585ef7b6967de1c,1379647372.0,1741296507.9945827,1741295650.1899729
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/CoastLine.JPG,1997636,818d1ce0bcb3373aacd34f03165693e9964717851f795aef4b40f08bfdcfe7d3,1550163726.0,1741296507.9957314,1741295651.8240678
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/Deutchland.JPG,600630,08447ed9d5639d36963ce554ee2ae61e63734d3eb445353cd83657512abe8643,1379649884.0,1741296508.000807,1741295650.1887283
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/moreyet/Cat.jpg,446759,52d5722249b00842f2e96cc68808048f0341a6f9b5e65eb11585ef7b6967de1c,1379647372.0,1741296508.0023482,1741295651.8216703
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/moreyet/CoastLine.JPG,1997636,818d1ce0bcb3373aacd34f03165693e9964717851f795aef4b40f08bfdcfe7d3,1550163726.0,1741296508.003481,1741295651.8191211
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more/moreyet/Deutchland.JPG,600630,08447ed9d5639d36963ce554ee2ae61e63734d3eb445353cd83657512abe8643,1379649884.0,1741296508.0084367,1741295651.8260999
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more2/Deutchland.JPG,600630,08447ed9d5639d36963ce554ee2ae61e63734d3eb445353cd83657512abe8643,1379649884.0,1741296508.0099573,1741295650.187385
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more2/Disney.jpg,304930,d27f8cc8192f3f9f1361b7fc8739e6d4361d123650d717264a7242d8984d881f,1379647590.0,1741296508.011421,1741295650.2030697
/Users/jordanlanham/Documents/GitHub/CYBV-312/TESTDIR/more2/Farm.jpg,96831,176fbdfc84f38ac39ffe369357194b0cb4351d4ee15dd429887007b4be8d8c05,1379646098.0,1741296508.0121968,1741295650.1978755
